track_name,artist,album,release_date,popularity,spotify_url,id,duration_min,nconst,primaryName,birthYear,deathYear,primaryProfession,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
Dangerously In Love,Beyoncé,Dangerously In Love,2003-06-24,61,https://open.spotify.com/track/0KFuXEdOp5QfIfxHR6TJSm,0KFuXEdOp5QfIfxHR6TJSm,4.88555,nm0461498,Beyoncé,1981.0,,"music_artist,actress,composer",tt0295178,movie,Austin Powers In Goldmember,Austin Powers In Goldmember,0.0,2002.0,,94.0,"Action,Adventure,Comedy",6.2,228686
Dangerously In Love,Beyoncé,Dangerously In Love,2003-06-24,61,https://open.spotify.com/track/0KFuXEdOp5QfIfxHR6TJSm,0KFuXEdOp5QfIfxHR6TJSm,4.88555,nm0461498,Beyoncé,1981.0,,"music_artist,actress,composer",tt6105098,movie,The Lion King,The Lion King,0.0,2019.0,,118.0,"Adventure,Animation,Drama",6.8,282809
Roses Are Red - Original Version,Aqua,Aquarium (Special Edition),1997-01-01,60,https://open.spotify.com/track/0tIqERCyX2ogv5Yn00kswb,0tIqERCyX2ogv5Yn00kswb,3.76555,nm1379165,Aqua,,,"music_artist,actor,composer",tt5719748,movie,Cold Pursuit,Cold Pursuit,0.0,2019.0,,119.0,"Action,Comedy,Crime",6.2,81831
Roses Are Red - Original Version,Aqua,Aquarium (Special Edition),1997-01-01,60,https://open.spotify.com/track/0tIqERCyX2ogv5Yn00kswb,0tIqERCyX2ogv5Yn00kswb,3.76555,nm1379165,Aqua,,,"music_artist,actor,composer",tt0120148,movie,Sliding Doors,Sliding Doors,0.0,1998.0,,99.0,"Comedy,Drama,Fantasy",6.7,73391
Roses Are Red - Original Version,Aqua,Aquarium (Special Edition),1997-01-01,60,https://open.spotify.com/track/0tIqERCyX2ogv5Yn00kswb,0tIqERCyX2ogv5Yn00kswb,3.76555,nm1379165,Aqua,,,"music_artist,actor,composer",tt0892782,movie,Monsters Vs. Aliens,Monsters Vs Aliens,0.0,2009.0,,94.0,"Action,Adventure,Animation",6.4,182451
Roses Are Red - Original Version,Aqua,Aquarium (Special Edition),1997-01-01,60,https://open.spotify.com/track/0tIqERCyX2ogv5Yn00kswb,0tIqERCyX2ogv5Yn00kswb,3.76555,nm1379165,Aqua,,,"music_artist,actor,composer",tt0131857,movie,Baseketball,Baseketball,0.0,1998.0,,103.0,"Comedy,Sport",6.5,67825
Titanium (Feat. Sia),David Guetta,Nothing But The Beat 2.0,2012-09-10,60,https://open.spotify.com/track/2i1AVZAYLhrQTvzr1hu7Jt,2i1AVZAYLhrQTvzr1hu7Jt,4.084,nm1615892,David Guetta,1967.0,,"music_artist,composer,actor",tt2820852,movie,Furious 7,Fast & Furious 7,0.0,2015.0,,137.0,"Action,Thriller",7.1,426779
Titanium (Feat. Sia),David Guetta,Nothing But The Beat 2.0,2012-09-10,60,https://open.spotify.com/track/2i1AVZAYLhrQTvzr1hu7Jt,2i1AVZAYLhrQTvzr1hu7Jt,4.084,nm1615892,David Guetta,1967.0,,"music_artist,composer,actor",tt1905041,movie,Fast & Furious 6,Furious 6,0.0,2013.0,,130.0,"Action,Thriller",7.0,428278
Titanium (Feat. Sia),David Guetta,Nothing But The Beat 2.0,2012-09-10,60,https://open.spotify.com/track/2i1AVZAYLhrQTvzr1hu7Jt,2i1AVZAYLhrQTvzr1hu7Jt,4.084,nm1615892,David Guetta,1967.0,,"music_artist,composer,actor",tt3011894,movie,Wild Tales,Relatos Salvajes,0.0,2014.0,,122.0,"Comedy,Drama,Thriller",8.1,227949
Titanium (Feat. Sia),David Guetta,Nothing But The Beat 2.0,2012-09-10,60,https://open.spotify.com/track/2i1AVZAYLhrQTvzr1hu7Jt,2i1AVZAYLhrQTvzr1hu7Jt,4.084,nm1615892,David Guetta,1967.0,,"music_artist,composer,actor",tt1981677,movie,Pitch Perfect,Pitch Perfect,0.0,2012.0,,112.0,"Comedy,Music,Romance",7.1,340509
Jiggle Jiggle (With Duke & Jones),Louis Theroux,Jiggle Jiggle (With Duke & Jones),2022-05-13,60,https://open.spotify.com/track/1I4lCSP69P74nU3a6Su5L2,1I4lCSP69P74nU3a6Su5L2,1.6201333333333334,nm0857621,Louis Theroux,1970.0,,"podcaster,producer,writer",tt5111874,movie,My Scientology Movie,My Scientology Movie,0.0,2015.0,,99.0,Documentary,6.6,13745
Jiggle Jiggle (With Duke & Jones),Louis Theroux,Jiggle Jiggle (With Duke & Jones),2022-05-13,60,https://open.spotify.com/track/1I4lCSP69P74nU3a6Su5L2,1I4lCSP69P74nU3a6Su5L2,1.6201333333333334,nm0857621,Louis Theroux,1970.0,,"podcaster,producer,writer",tt0217229,tvseries,Louis Theroux'S Weird Weekends,Louis Theroux'S Weird Weekends,0.0,1998.0,2000.0,60.0,Documentary,8.5,3418
Idfc - Tarro Remix,Blackbear,Idfc (Tarro Remix),2016-10-17,59,https://open.spotify.com/track/1wsZ0cp5He4Wm4yohNjwIs,1wsZ0cp5He4Wm4yohNjwIs,4.143883333333333,nm5296875,Blackbear,,,"music_artist,actor,composer",tt6467266,movie,Sing 2,Sing 2,0.0,2021.0,,110.0,"Adventure,Animation,Comedy",7.3,95381
Idfc - Tarro Remix,Blackbear,Idfc (Tarro Remix),2016-10-17,59,https://open.spotify.com/track/1wsZ0cp5He4Wm4yohNjwIs,1wsZ0cp5He4Wm4yohNjwIs,4.143883333333333,nm5296875,Blackbear,,,"music_artist,actor,composer",tt1236246,tvseries,Runaways,Runaways,0.0,2017.0,2019.0,60.0,"Action,Drama,Sci-Fi",6.8,29330
Idfc - Tarro Remix,Blackbear,Idfc (Tarro Remix),2016-10-17,59,https://open.spotify.com/track/1wsZ0cp5He4Wm4yohNjwIs,1wsZ0cp5He4Wm4yohNjwIs,4.143883333333333,nm5296875,Blackbear,,,"music_artist,actor,composer",tt13722764,movie,Downfalls High,Downfalls High,0.0,2021.0,,46.0,"Drama,Musical,Romance",6.8,2087
Idfc - Tarro Remix,Blackbear,Idfc (Tarro Remix),2016-10-17,59,https://open.spotify.com/track/1wsZ0cp5He4Wm4yohNjwIs,1wsZ0cp5He4Wm4yohNjwIs,4.143883333333333,nm5296875,Blackbear,,,"music_artist,actor,composer",tt0288937,tvseries,Degrassi: The Next Generation,Degrassi: The Next Generation,0.0,2001.0,2015.0,30.0,"Drama,Romance",7.6,15094
I Like Him,Princess Nokia,Everything Sucks,2020-02-26,59,https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H,68UU9oaQtMDnh6PRlW842H,2.20755,nm9879021,Princess Nokia,1992.0,,"actress,producer,music_department",tt6432466,movie,Moxie,Moxie,0.0,2021.0,,111.0,"Comedy,Drama",6.7,29781
I Like Him,Princess Nokia,Everything Sucks,2020-02-26,59,https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H,68UU9oaQtMDnh6PRlW842H,2.20755,nm9879021,Princess Nokia,1992.0,,"actress,producer,music_department",tt8890058,movie,Angelfish,Angelfish,0.0,2019.0,,96.0,"Drama,Romance",5.5,136
I Like Him,Princess Nokia,Everything Sucks,2020-02-26,59,https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H,68UU9oaQtMDnh6PRlW842H,2.20755,nm9879021,Princess Nokia,1992.0,,"actress,producer,music_department",tt4685762,movie,The Craft: Legacy,The Craft: Legacy,0.0,2020.0,,97.0,"Drama,Fantasy,Horror",4.6,17778
The Heart Wants What It Wants,Selena Gomez,For You,2014-11-21,59,https://open.spotify.com/track/2dRvMEW4EwySxRUtEamSfG,2dRvMEW4EwySxRUtEamSfG,3.789333333333333,nm1411125,Selena Gomez,1992.0,,"music_artist,actress,producer",tt2101441,movie,Spring Breakers,Spring Breakers,0.0,2012.0,,94.0,"Crime,Drama,Thriller",5.3,151924
The Heart Wants What It Wants,Selena Gomez,For You,2014-11-21,59,https://open.spotify.com/track/2dRvMEW4EwySxRUtEamSfG,2dRvMEW4EwySxRUtEamSfG,3.789333333333333,nm1411125,Selena Gomez,1992.0,,"music_artist,actress,producer",tt20221436,movie,Emilia Pérez,Emilia Pérez,0.0,2024.0,,132.0,"Comedy,Crime,Drama",5.4,88408
The Heart Wants What It Wants,Selena Gomez,For You,2014-11-21,59,https://open.spotify.com/track/2dRvMEW4EwySxRUtEamSfG,2dRvMEW4EwySxRUtEamSfG,3.789333333333333,nm1411125,Selena Gomez,1992.0,,"music_artist,actress,producer",tt1067774,movie,Monte Carlo,Monte Carlo,0.0,2011.0,,109.0,"Adventure,Comedy,Family",5.8,50568
The Heart Wants What It Wants,Selena Gomez,For You,2014-11-21,59,https://open.spotify.com/track/2dRvMEW4EwySxRUtEamSfG,2dRvMEW4EwySxRUtEamSfG,3.789333333333333,nm1411125,Selena Gomez,1992.0,,"music_artist,actress,producer",tt0837562,movie,Hotel Transylvania,Hotel Transylvania,0.0,2012.0,,91.0,"Animation,Comedy,Family",7.0,296618
None Of My Business,Cher Lloyd,None Of My Business,2018-10-19,59,https://open.spotify.com/track/2SPEg45ZaUFJCg9GwNmRvw,2SPEg45ZaUFJCg9GwNmRvw,3.066733333333333,nm4063106,Cher Lloyd,1993.0,,"actress,composer,soundtrack",tt2024432,movie,Identity Thief,Identity Thief,0.0,2013.0,,111.0,"Comedy,Crime,Drama",5.7,144341
None Of My Business,Cher Lloyd,None Of My Business,2018-10-19,59,https://open.spotify.com/track/2SPEg45ZaUFJCg9GwNmRvw,2SPEg45ZaUFJCg9GwNmRvw,3.066733333333333,nm4063106,Cher Lloyd,1993.0,,"actress,composer,soundtrack",tt1723816,tvseries,Girls,Girls,0.0,2012.0,2017.0,28.0,"Comedy,Drama",7.4,80178
None Of My Business,Cher Lloyd,None Of My Business,2018-10-19,59,https://open.spotify.com/track/2SPEg45ZaUFJCg9GwNmRvw,2SPEg45ZaUFJCg9GwNmRvw,3.066733333333333,nm4063106,Cher Lloyd,1993.0,,"actress,composer,soundtrack",tt1353056,tvseries,Rupaul'S Drag Race,Rupaul'S Drag Race,0.0,2009.0,,63.0,"Game-Show,Reality-Tv",8.5,24610
None Of My Business,Cher Lloyd,None Of My Business,2018-10-19,59,https://open.spotify.com/track/2SPEg45ZaUFJCg9GwNmRvw,2SPEg45ZaUFJCg9GwNmRvw,3.066733333333333,nm4063106,Cher Lloyd,1993.0,,"actress,composer,soundtrack",tt1936911,tvseries,Todd'S Pop Song Reviews,Todd'S Pop Song Reviews,0.0,2009.0,,,"Comedy,Documentary,Music",8.1,457
Innocence,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,58,https://open.spotify.com/track/5OuP08bgU2H7ZeDQQFQ6q8,5OuP08bgU2H7ZeDQQFQ6q8,3.87,nm1245099,Avril Lavigne,1984.0,,"music_artist,actress,composer",tt0460792,movie,Fast Food Nation,Fast Food Nation,0.0,2006.0,,116.0,"Comedy,Drama",6.3,25698
Innocence,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,58,https://open.spotify.com/track/5OuP08bgU2H7ZeDQQFQ6q8,5OuP08bgU2H7ZeDQQFQ6q8,3.87,nm1245099,Avril Lavigne,1984.0,,"music_artist,actress,composer",tt0327084,movie,Over The Hedge,Over The Hedge,0.0,2006.0,,83.0,"Adventure,Animation,Comedy",6.7,196164
Innocence,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,58,https://open.spotify.com/track/5OuP08bgU2H7ZeDQQFQ6q8,5OuP08bgU2H7ZeDQQFQ6q8,3.87,nm1245099,Avril Lavigne,1984.0,,"music_artist,actress,composer",tt0315327,movie,Bruce Almighty,Bruce Almighty,0.0,2003.0,,101.0,"Comedy,Fantasy",6.8,452094
Innocence,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,58,https://open.spotify.com/track/5OuP08bgU2H7ZeDQQFQ6q8,5OuP08bgU2H7ZeDQQFQ6q8,3.87,nm1245099,Avril Lavigne,1984.0,,"music_artist,actress,composer",tt1014759,movie,Alice In Wonderland,Alice In Wonderland,0.0,2010.0,,108.0,"Adventure,Family,Fantasy",6.4,454916
"My Heart Will Go On - Love Theme From ""Titanic""",Céline Dion,Titanic: Original Motion Picture Soundtrack - Collector'S Anniversary Edition,1997,58,https://open.spotify.com/track/7F1yVPuJ4xRdrDvf8OL0HF,7F1yVPuJ4xRdrDvf8OL0HF,5.178433333333333,nm0001144,Céline Dion,1968.0,,"music_artist,actress,music_department",tt0120338,movie,Titanic,Titanic,0.0,1997.0,,194.0,"Drama,Romance",7.9,1337292
"My Heart Will Go On - Love Theme From ""Titanic""",Céline Dion,Titanic: Original Motion Picture Soundtrack - Collector'S Anniversary Edition,1997,58,https://open.spotify.com/track/7F1yVPuJ4xRdrDvf8OL0HF,7F1yVPuJ4xRdrDvf8OL0HF,5.178433333333333,nm0001144,Céline Dion,1968.0,,"music_artist,actress,music_department",tt0101414,movie,Beauty And The Beast,Beauty And The Beast,0.0,1991.0,,84.0,"Animation,Family,Fantasy",8.0,492645
"My Heart Will Go On - Love Theme From ""Titanic""",Céline Dion,Titanic: Original Motion Picture Soundtrack - Collector'S Anniversary Edition,1997,58,https://open.spotify.com/track/7F1yVPuJ4xRdrDvf8OL0HF,7F1yVPuJ4xRdrDvf8OL0HF,5.178433333333333,nm0001144,Céline Dion,1968.0,,"music_artist,actress,music_department",tt5463162,movie,Deadpool 2,Deadpool 2,0.0,2018.0,,119.0,"Action,Adventure,Comedy",7.6,711372
"My Heart Will Go On - Love Theme From ""Titanic""",Céline Dion,Titanic: Original Motion Picture Soundtrack - Collector'S Anniversary Edition,1997,58,https://open.spotify.com/track/7F1yVPuJ4xRdrDvf8OL0HF,7F1yVPuJ4xRdrDvf8OL0HF,5.178433333333333,nm0001144,Céline Dion,1968.0,,"music_artist,actress,music_department",tt0182789,movie,Bicentennial Man,Bicentennial Man,0.0,1999.0,,132.0,"Drama,Romance,Sci-Fi",6.9,128463
Last Hurrah,Bebe Rexha,Last Hurrah,2019-02-15,58,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,0i0wnv9UoFdZ5MfuFGQzMy,2.50555,nm4737223,Bebe Rexha,1989.0,,"music_artist,actress,composer",tt6324278,movie,Abominable,Abominable,0.0,2019.0,,97.0,"Adventure,Animation,Comedy",7.0,44924
Last Hurrah,Bebe Rexha,Last Hurrah,2019-02-15,58,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,0i0wnv9UoFdZ5MfuFGQzMy,2.50555,nm4737223,Bebe Rexha,1989.0,,"music_artist,actress,composer",tt5519340,movie,Bright,Bright,0.0,2017.0,,117.0,"Action,Fantasy,Thriller",6.3,205959
Last Hurrah,Bebe Rexha,Last Hurrah,2019-02-15,58,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,0i0wnv9UoFdZ5MfuFGQzMy,2.50555,nm4737223,Bebe Rexha,1989.0,,"music_artist,actress,composer",tt1204975,movie,Last Vegas,Last Vegas,0.0,2013.0,,105.0,Comedy,6.6,138570
Last Hurrah,Bebe Rexha,Last Hurrah,2019-02-15,58,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,0i0wnv9UoFdZ5MfuFGQzMy,2.50555,nm4737223,Bebe Rexha,1989.0,,"music_artist,actress,composer",tt4590256,movie,He'S All That,He'S All That,0.0,2021.0,,88.0,"Comedy,Romance",4.4,30555
Just A Dream,Kurt Hugo Schneider,Just A Dream,2017-11-14,58,https://open.spotify.com/track/0QfmQhr5npxuWQ4zzUDUhB,0QfmQhr5npxuWQ4zzUDUhB,4.393283333333334,nm4443416,Kurt Hugo Schneider,,,"actor,director,producer",tt1920871,movie,College Musical,College Musical,0.0,2014.0,,91.0,Musical,5.8,190
Darkside,Neoni,Darkside,2021-01-29,57,https://open.spotify.com/track/3GaeH4EFwtkY2IJfs85u8u,3GaeH4EFwtkY2IJfs85u8u,2.8,nm12083129,Neoni,,,"actress,writer,producer",tt0460681,tvseries,Supernatural,Supernatural,0.0,2005.0,2020.0,44.0,"Drama,Fantasy,Horror",8.4,510588
Darkside,Neoni,Darkside,2021-01-29,57,https://open.spotify.com/track/3GaeH4EFwtkY2IJfs85u8u,3GaeH4EFwtkY2IJfs85u8u,2.8,nm12083129,Neoni,,,"actress,writer,producer",tt5614844,tvseries,Cloak & Dagger,Cloak & Dagger,0.0,2018.0,2019.0,44.0,"Action,Adventure,Drama",6.6,23356
Ur So F**King Cool,Tones And I,Ur So F**King Cool,2020-05-29,57,https://open.spotify.com/track/6KiEsqGg0HBOSMflVH7Onx,6KiEsqGg0HBOSMflVH7Onx,2.8791,nm10933759,Tones And I,1993.0,,"music_artist,actress,composer",tt15340790,tvseries,Christmas Flow,Christmas Flow,0.0,2021.0,2021.0,50.0,"Comedy,Music,Romance",6.0,987
Ur So F**King Cool,Tones And I,Ur So F**King Cool,2020-05-29,57,https://open.spotify.com/track/6KiEsqGg0HBOSMflVH7Onx,6KiEsqGg0HBOSMflVH7Onx,2.8791,nm10933759,Tones And I,1993.0,,"music_artist,actress,composer",tt11125620,movie,The Addams Family 2,The Addams Family 2,0.0,2021.0,,93.0,"Adventure,Animation,Comedy",5.4,16633
Ur So F**King Cool,Tones And I,Ur So F**King Cool,2020-05-29,57,https://open.spotify.com/track/6KiEsqGg0HBOSMflVH7Onx,6KiEsqGg0HBOSMflVH7Onx,2.8791,nm10933759,Tones And I,1993.0,,"music_artist,actress,composer",tt5624916,tvseries,Tvoje Tvár Má Známý Hlas,Tvoje Tvár Má Známý Hlas,0.0,2016.0,,100.0,"Comedy,Game-Show,Music",5.1,74
Ur So F**King Cool,Tones And I,Ur So F**King Cool,2020-05-29,57,https://open.spotify.com/track/6KiEsqGg0HBOSMflVH7Onx,6KiEsqGg0HBOSMflVH7Onx,2.8791,nm10933759,Tones And I,1993.0,,"music_artist,actress,composer",tt4844150,movie,A Babysitter'S Guide To Monster Hunting,A Babysitter'S Guide To Monster Hunting,0.0,2020.0,,98.0,"Comedy,Family,Fantasy",5.4,5126
Waves Of Blue,Majid Jordan,Wildest Dreams,2021-10-22,56,https://open.spotify.com/track/4lKe0viSvv8ckoTPvHBih1,4lKe0viSvv8ckoTPvHBih1,3.4791,nm6529776,Majid Jordan,,,"actor,soundtrack",tt2704998,movie,Game Night,Game Night,0.0,2018.0,,100.0,"Action,Adventure,Comedy",6.9,265082
Waves Of Blue,Majid Jordan,Wildest Dreams,2021-10-22,56,https://open.spotify.com/track/4lKe0viSvv8ckoTPvHBih1,4lKe0viSvv8ckoTPvHBih1,3.4791,nm6529776,Majid Jordan,,,"actor,soundtrack",tt3470600,movie,Sing,Sing,0.0,2016.0,,108.0,"Animation,Comedy,Family",7.1,202413
Waves Of Blue,Majid Jordan,Wildest Dreams,2021-10-22,56,https://open.spotify.com/track/4lKe0viSvv8ckoTPvHBih1,4lKe0viSvv8ckoTPvHBih1,3.4791,nm6529776,Majid Jordan,,,"actor,soundtrack",tt2188671,tvseries,Bates Motel,Bates Motel,0.0,2013.0,2017.0,45.0,"Drama,Horror,Mystery",8.1,121536
Waves Of Blue,Majid Jordan,Wildest Dreams,2021-10-22,56,https://open.spotify.com/track/4lKe0viSvv8ckoTPvHBih1,4lKe0viSvv8ckoTPvHBih1,3.4791,nm6529776,Majid Jordan,,,"actor,soundtrack",tt10960302,tvseries,Klassen,Klassen,0.0,2019.0,,,Drama,6.3,91
Dirty Little Secret,Nessa Barrett,Dirty Little Secret,2024-09-20,56,https://open.spotify.com/track/1YLzM2u0jpPxKTcrovSSZP,1YLzM2u0jpPxKTcrovSSZP,3.5806666666666667,nm11422850,Nessa Barrett,2002.0,,"actress,composer,music_artist",tt8354062,tvseries,One Of Us Is Lying,One Of Us Is Lying,0.0,2021.0,2022.0,50.0,"Crime,Drama,Mystery",6.9,16631
Late Night Feelings (Feat. Lykke Li),Mark Ronson,Late Night Feelings (Feat. Lykke Li),2019-04-12,56,https://open.spotify.com/track/7aQeWViSfRWSEwtJD86Eq0,7aQeWViSfRWSEwtJD86Eq0,4.1838,nm1053148,Mark Ronson,1975.0,,"music_artist,composer,actor",tt1517268,movie,Barbie,Barbie,0.0,2023.0,,114.0,"Adventure,Comedy,Fantasy",6.8,605663
Late Night Feelings (Feat. Lykke Li),Mark Ronson,Late Night Feelings (Feat. Lykke Li),2019-04-12,56,https://open.spotify.com/track/7aQeWViSfRWSEwtJD86Eq0,7aQeWViSfRWSEwtJD86Eq0,4.1838,nm1053148,Mark Ronson,1975.0,,"music_artist,composer,actor",tt1517451,movie,A Star Is Born,A Star Is Born,0.0,2018.0,,136.0,"Drama,Music,Romance",7.6,435560
Late Night Feelings (Feat. Lykke Li),Mark Ronson,Late Night Feelings (Feat. Lykke Li),2019-04-12,56,https://open.spotify.com/track/7aQeWViSfRWSEwtJD86Eq0,7aQeWViSfRWSEwtJD86Eq0,4.1838,nm1053148,Mark Ronson,1975.0,,"music_artist,composer,actor",tt5814534,movie,Spies In Disguise,Spies In Disguise,0.0,2019.0,,102.0,"Action,Adventure,Animation",6.8,60116
Late Night Feelings (Feat. Lykke Li),Mark Ronson,Late Night Feelings (Feat. Lykke Li),2019-04-12,56,https://open.spotify.com/track/7aQeWViSfRWSEwtJD86Eq0,7aQeWViSfRWSEwtJD86Eq0,4.1838,nm1053148,Mark Ronson,1975.0,,"music_artist,composer,actor",tt2304933,movie,The 5Th Wave,The 5Th Wave,0.0,2016.0,,112.0,"Action,Adventure,Sci-Fi",5.2,121590
That'S My Name,Akcent,Supervara 2009,2009-04-30,56,https://open.spotify.com/track/2pXTXff6B8CehBAVp4yGUZ,2pXTXff6B8CehBAVp4yGUZ,4.228,nm3910709,Akcent,,,soundtrack,tt9249432,movie,Miszmasz Czyli Kogel Mogel 3,Miszmasz Czyli Kogel Mogel 3,0.0,2019.0,,95.0,"Comedy,Romance",3.5,753
That'S My Name,Akcent,Supervara 2009,2009-04-30,56,https://open.spotify.com/track/2pXTXff6B8CehBAVp4yGUZ,2pXTXff6B8CehBAVp4yGUZ,4.228,nm3910709,Akcent,,,soundtrack,tt6229766,tvseries,Twoja Twarz Brzmi Znajomo,Twoja Twarz Brzmi Znajomo,0.0,2014.0,2023.0,110.0,"Game-Show,Music",4.8,67
That'S My Name,Akcent,Supervara 2009,2009-04-30,56,https://open.spotify.com/track/2pXTXff6B8CehBAVp4yGUZ,2pXTXff6B8CehBAVp4yGUZ,4.228,nm3910709,Akcent,,,soundtrack,tt1618450,movie,Winx Club 3D: Magical Adventure,Winx Club 3D: Magica Avventura,0.0,2010.0,,87.0,Animation,6.2,1071
Her,Majid Jordan,A Place Like This,2014-07-17,56,https://open.spotify.com/track/4Wfe2jloKo95eFVnJEr5N1,4Wfe2jloKo95eFVnJEr5N1,5.012133333333334,nm6529776,Majid Jordan,,,"actor,soundtrack",tt2704998,movie,Game Night,Game Night,0.0,2018.0,,100.0,"Action,Adventure,Comedy",6.9,265082
Her,Majid Jordan,A Place Like This,2014-07-17,56,https://open.spotify.com/track/4Wfe2jloKo95eFVnJEr5N1,4Wfe2jloKo95eFVnJEr5N1,5.012133333333334,nm6529776,Majid Jordan,,,"actor,soundtrack",tt3470600,movie,Sing,Sing,0.0,2016.0,,108.0,"Animation,Comedy,Family",7.1,202413
Her,Majid Jordan,A Place Like This,2014-07-17,56,https://open.spotify.com/track/4Wfe2jloKo95eFVnJEr5N1,4Wfe2jloKo95eFVnJEr5N1,5.012133333333334,nm6529776,Majid Jordan,,,"actor,soundtrack",tt2188671,tvseries,Bates Motel,Bates Motel,0.0,2013.0,2017.0,45.0,"Drama,Horror,Mystery",8.1,121536
Her,Majid Jordan,A Place Like This,2014-07-17,56,https://open.spotify.com/track/4Wfe2jloKo95eFVnJEr5N1,4Wfe2jloKo95eFVnJEr5N1,5.012133333333334,nm6529776,Majid Jordan,,,"actor,soundtrack",tt10960302,tvseries,Klassen,Klassen,0.0,2019.0,,,Drama,6.3,91
Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),2004-07-13,56,https://open.spotify.com/track/228BxWXUYQPJrJYHDLOHkj,228BxWXUYQPJrJYHDLOHkj,3.21,nm1782362,Daddy Yankee,1976.0,,"music_artist,actor,composer",tt4769836,movie,The Do-Over,The Do-Over,0.0,2016.0,,108.0,"Action,Adventure,Comedy",5.7,53834
Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),2004-07-13,56,https://open.spotify.com/track/228BxWXUYQPJrJYHDLOHkj,228BxWXUYQPJrJYHDLOHkj,3.21,nm1782362,Daddy Yankee,1976.0,,"music_artist,actor,composer",tt5433140,movie,Fast X,Fast X,0.0,2023.0,,141.0,"Action,Adventure,Crime",5.7,134792
Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),2004-07-13,56,https://open.spotify.com/track/228BxWXUYQPJrJYHDLOHkj,228BxWXUYQPJrJYHDLOHkj,3.21,nm1782362,Daddy Yankee,1976.0,,"music_artist,actor,composer",tt6968614,movie,The Mother,The Mother,0.0,2023.0,,115.0,"Action,Thriller",5.6,50869
Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),2004-07-13,56,https://open.spotify.com/track/228BxWXUYQPJrJYHDLOHkj,228BxWXUYQPJrJYHDLOHkj,3.21,nm1782362,Daddy Yankee,1976.0,,"music_artist,actor,composer",tt1502397,movie,Bad Boys For Life,Bad Boys For Life,0.0,2020.0,,124.0,"Action,Comedy,Crime",6.5,190321
The Best Damn Thing,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,56,https://open.spotify.com/track/7lmX3dD2Xy13Jo1oCTR4ot,7lmX3dD2Xy13Jo1oCTR4ot,3.1533333333333333,nm1245099,Avril Lavigne,1984.0,,"music_artist,actress,composer",tt0460792,movie,Fast Food Nation,Fast Food Nation,0.0,2006.0,,116.0,"Comedy,Drama",6.3,25698
The Best Damn Thing,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,56,https://open.spotify.com/track/7lmX3dD2Xy13Jo1oCTR4ot,7lmX3dD2Xy13Jo1oCTR4ot,3.1533333333333333,nm1245099,Avril Lavigne,1984.0,,"music_artist,actress,composer",tt0327084,movie,Over The Hedge,Over The Hedge,0.0,2006.0,,83.0,"Adventure,Animation,Comedy",6.7,196164
The Best Damn Thing,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,56,https://open.spotify.com/track/7lmX3dD2Xy13Jo1oCTR4ot,7lmX3dD2Xy13Jo1oCTR4ot,3.1533333333333333,nm1245099,Avril Lavigne,1984.0,,"music_artist,actress,composer",tt0315327,movie,Bruce Almighty,Bruce Almighty,0.0,2003.0,,101.0,"Comedy,Fantasy",6.8,452094
The Best Damn Thing,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,56,https://open.spotify.com/track/7lmX3dD2Xy13Jo1oCTR4ot,7lmX3dD2Xy13Jo1oCTR4ot,3.1533333333333333,nm1245099,Avril Lavigne,1984.0,,"music_artist,actress,composer",tt1014759,movie,Alice In Wonderland,Alice In Wonderland,0.0,2010.0,,108.0,"Adventure,Family,Fantasy",6.4,454916
Shy,Jai Waetford,Shy - Ep,2015-01-16,55,https://open.spotify.com/track/3nivloq0Lqd2CYWHTgAlwU,3nivloq0Lqd2CYWHTgAlwU,3.127333333333333,nm7164964,Jai Waetford,,,"actor,soundtrack,archive_footage",tt31591492,tvseries,Critical Incident,Critical Incident,0.0,2024.0,,,"Crime,Drama",6.4,700
Shy,Jai Waetford,Shy - Ep,2015-01-16,55,https://open.spotify.com/track/3nivloq0Lqd2CYWHTgAlwU,3nivloq0Lqd2CYWHTgAlwU,3.127333333333333,nm7164964,Jai Waetford,,,"actor,soundtrack,archive_footage",tt5888698,tvseries,The Big Music Quiz,The Big Music Quiz,0.0,2016.0,2016.0,,Game-Show,3.8,27
